,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
East Asia & Pacific,EAS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,9735.132767,9682.532856,9452.911508,9236.802183,9025.134248,8798.135314,8587.593282,8378.739413,8167.553681,7962.122247,7756.201396,7576.126808,7409.720777,7258.274181,7126.501479,7009.287656,6902.801636,6799.383843,6697.63815,6600.058744,6502.119979,6397.418506,6295.434527,6201.030264,6107.865163,6013.134169,5916.111785,5820.927763,5730.62848,5644.629559,5563.379052,5488.992048,5418.756095,5350.581645,5284.923731,5221.639548,5160.353411,5102.865016,5051.32431,5003.819306,4958.888552,4917.151097,4877.946773,4840.966793,4804.863794,4768.707304,4732.569458,4696.790912,4663.011582,4630.247696,4596.337744,4558.872399,4522.459892,4487.957498,4455.697867,4424.235766,4392.884831,4366.296303,4343.569589,4325.563602,4314.726761,,
Europe & Central Asia (excluding high income),ECA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3236.737767,3215.720894,3201.663105,3189.9827,3172.220317,3166.332461,3157.39852,3146.572678,3131.473942,3117.402532,3103.231441,3088.27201,3073.251551,3059.248401,2979.943967,2971.862077,2951.790994,2929.162442,2905.230694,2881.466645,2857.689042,2832.527786,2806.862107,2781.584306,2756.226027,2732.218279,2708.515848,2684.207425,2664.782847,2648.410502,,
Europe & Central Asia,ECS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515.385821,8359.718315,8338.714912,8321.605334,8305.450958,8294.264439,8283.269857,8271.408844,8260.025186,8248.594885,8233.171266,8211.578796,8187.793432,8164.478902,8080.901272,8058.528661,8026.475972,7995.248208,7966.707586,7949.626851,7918.387772,7881.928863,7844.381712,7808.374689,7772.957752,7741.957971,7712.4637,7686.649814,7667.698942,7667.774055,,
Ecuador,ECU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,93682.54788,91042.50043,88449.64408,85904.28042,83409.32997,80970.05938,78592.2047,76280.07062,74038.91662,71872.00415,69778.60749,67758.8752,65813.42281,63943.82194,62150.09839,60429.62953,58776.48978,57185.94234,55655.71656,54176.66712,52748.86698,51374.36888,50042.88825,48750.48238,47512.90764,46344.02815,45238.45801,44192.23703,43195.31272,42239.24119,41336.5999,40475.2808,39661.9269,38901.8938,38169.14418,37456.76681,36771.28502,36110.7955,35474.88352,34864.27756,34266.04517,33672.10434,33083.29917,32508.61342,31951.08999,31406.77877,30874.93954,30352.9241,29839.56378,29343.30104,28865.55184,28409.61267,27987.3738,27589.43429,27197.45977,26803.77306,26396.93896,25947.90348,25513.23323,25213.63052,25019.15175,,
"Egypt, Arab Rep.",EGY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,36.23070525,35.28953457,34.37386577,33.4908273,32.64861142,31.840501,31.05941169,30.304574,29.57563547,28.8817089,28.22198556,27.57987075,26.95269368,26.33681249,25.7232563,25.12843331,24.54055781,23.94553961,23.35432139,22.75291475,22.1497561,21.54818958,20.92645519,20.30566771,19.71027162,19.15477817,18.63084353,18.11998587,17.6333747,17.12427935,16.65861584,16.26527757,15.89428874,15.55558587,15.23168412,14.91912759,14.61310205,14.29729632,13.9819164,13.6830195,13.3954832,13.11662277,12.84462977,12.58218637,12.33030358,12.0918395,11.86574268,11.6462174,11.42835775,11.21125603,10.97778482,10.73410536,10.48948632,10.25339691,10.04042859,9.838202012,9.643568222,9.462340896,9.29772792,9.147865029,9.012499688,,
Euro area,EMU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3638.170117,3607.606612,3576.861236,3546.339131,3516.390895,3488.611548,3464.642236,3442.108411,3418.872447,3399.672959,3380.489431,3357.733155,3336.79238,3318.856226,3303.509154,3290.284587,3277.914223,3265.120458,3252.033221,3237.826018,3225.039061,3217.677456,3211.956785,3207.746257,3202.804173,3196.087881,3188.40535,3178.346546,3164.604826,3149.567001,3134.55487,3298.93198,3270.114401,3260.224777,3252.280547,3244.615887,3237.210599,3230.515049,3222.502041,3212.534717,3202.031141,3186.622,3169.622538,3152.467235,3136.376273,3121.938236,3105.991278,3091.048343,3081.195532,3074.099741,3080.803535,3074.217586,3064.06954,3053.894874,3045.140228,3036.685512,3030.726205,3023.96083,3020.921804,3016.843544,3015.346641,,
Eritrea,ERI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.615813,1462.969881,1382.53376,1315.502635,1301.033625,1284.156852,1265.376585,1246.088728,1211.031284,1170.090155,1122.738134,1077.634316,1052.150991,1035.693704,1020.697559,994.2027329,969.567694,950.7039623,933.8049048,921.9661059,910.758662,904.6344098,901.6127921,896.0865978,888.7909808,876.9841767,864.1457888,850.7351719,835.7752397,,
Spain,ESP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3617.524826,3584.395065,3553.095825,3517.963681,3479.970703,3444.516673,3402.38596,3358.184097,3325.254043,3288.527054,3249.135341,3213.457776,3178.146516,3143.610858,3109.802309,3077.109372,3045.604254,3016.419576,2989.944162,2966.032131,2945.022027,2927.393378,2913.166293,2901.094287,2890.600744,2881.977028,2874.512906,2868.42353,2863.930048,2861.015225,2853.742416,2839.800157,2825.11267,2811.694261,2799.311752,2787.676425,2776.017179,2764.552441,2753.369752,2741.0859,2722.126768,2683.944446,2635.842792,2590.752342,2547.353107,2504.655743,2458.719003,2419.805534,2398.467086,2387.449726,2378.981256,2377.43718,2385.240083,2392.381453,2394.238394,2392.217789,2386.612512,2376.182413,2359.189234,2347.692648,2345.210121,,
Estonia,EST,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8290.440685,8506.63397,8690.515099,8847.068912,8978.563063,9081.587813,9169.242134,9142.28006,9098.164977,9156.301891,9214.485084,9272.499125,9328.098051,9381.631636,9437.114367,9480.263747,9505.717641,9524.059302,9545.804465,9574.827921,9609.161894,9643.42104,9668.744699,9662.408669,9659.596136,9647.908279,9614.388147,9578.731749,9559.826765,9549.699008,,
Ethiopia,ETH,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2271.504731,2193.790537,2120.36237,2051.5361,1986.823808,1925.397962,1866.169319,1809.780391,1755.704839,1703.065813,1652.385205,1603.634077,1556.768389,1511.706619,1468.053878,1426.172186,1386.243348,1347.492847,1309.715934,1273.502821,1239.349329,1206.539722,1174.577502,1143.1981,1112.463889,1082.864406,1054.110581,1025.919857,998.8653217,,
European Union,EUU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3679.773718,3649.081344,3617.830208,3586.403283,3556.855996,3529.067251,3502.366929,3477.586738,3453.281597,3433.044904,3413.521916,3390.410479,3368.681944,3348.753535,3330.144869,3313.382888,3297.896019,3283.19723,3268.986844,3253.732594,3239.612821,3229.958745,3221.948301,3215.241439,3208.25199,3200.124539,3191.362962,3181.269705,3170.180662,3158.770396,3147.974559,3274.84317,3204.32978,3196.348353,3190.306047,3185.111613,3180.325039,3176.072518,3170.844729,3167.054442,3162.875495,3155.631605,3144.439881,3132.678861,3121.592417,3111.477927,3101.045652,3091.118309,3083.811886,3079.496846,3084.943902,3080.399431,3072.950319,3065.313411,3058.686955,3052.255123,3047.530535,3042.238549,3039.862961,3037.483983,3044.893957,,
Fragile and conflict affected situations,FCS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,27130.02697,26498.90495,25877.44214,25265.85456,24664.63244,24074.10703,23491.92829,22919.00584,22355.28383,21803.40664,21268.48079,20737.72866,20203.42302,19674.54603,19160.94263,18654.54356,18131.39591,17612.00925,17143.51867,16764.07293,16392.27817,15986.66786,15569.13241,15156.52915,14771.63437,14407.14205,14063.25202,13718.19832,13318.71131,13006.90957,11245.02393,9977.869003,9700.080613,9445.634119,9233.056277,9033.571641,8827.894349,8622.559203,8430.600343,8242.134964,8044.59551,7847.595952,7660.857319,7478.525778,7301.559303,7133.682803,6966.395415,6798.099704,6633.99928,6474.891982,5992.558315,5849.361342,5715.462781,5590.168684,5467.590517,5347.862296,5231.932136,5117.999728,5005.49074,4897.147755,,
Finland,FIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,23985.62656,23823.07869,23655.24885,23524.01637,23445.72381,23358.01351,23231.86004,23127.78925,23141.21439,23229.02056,23199.72316,23062.04963,22931.44933,22811.70705,22710.67869,22642.32074,22579.07,22514.33342,22456.86498,22387.11506,22291.83386,22167.28511,22035.56293,21918.13148,21826.90813,21756.13045,21694.51167,21631.53967,21553.58655,21458.23335,21341.35396,21221.77108,21119.33669,21028.49794,20948.39451,20879.78842,20817.7889,20762.59659,20714.45912,20671.49916,20624.48632,20574.557,20525.55393,20466.04435,20396.11932,20317.99369,20231.73849,20137.76869,20041.69046,19950.21024,19857.94333,19763.68178,19672.83523,19591.64422,19527.21866,19471.17384,19425.5343,19399.78515,19378.41997,19350.60456,19310.53451,,
Fiji,FJI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,66312.6893,64261.85524,62292.17759,60413.69095,58686.04916,57228.99415,55980.17263,54819.82423,53747.44911,52760.84277,51862.0379,51053.07016,50309.3452,49574.06243,48758.91067,47758.04819,46643.39126,45544.31438,44472.13677,43423.96851,42395.91098,41386.70842,40398.12315,39446.72343,38617.29784,38039.27839,37630.30564,37255.928,36918.93094,36618.71389,36353.40347,36122.36816,35922.29711,35743.52798,35519.27185,35154.08077,34721.46212,34321.99926,33951.35502,33604.20718,33273.15806,32956.78333,32652.2303,32355.71109,32065.50123,31798.82205,31602.86872,31469.10572,31359.18736,31270.91345,31204.9823,31156.1496,31114.28369,31080.64857,31060.76596,31074.52553,31128.02285,31205.63035,31203.44757,31143.94831,,
France,FRA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4174.843968,4133.126688,4091.8567,4048.460723,4009.805981,3975.223466,3943.000692,3912.900402,3880.781311,3845.623668,3809.556245,3776.267053,3745.868237,3721.167626,3703.508035,3687.833522,3670.636233,3654.03388,3637.69629,3618.325691,3596.905388,3583.793362,3564.533109,3547.163125,3529.477019,3511.482425,3492.463534,3472.331577,3451.664325,3432.827428,3415.636394,3398.667967,3383.9176,3371.267794,3359.013326,3347.028033,3335.108389,3322.773338,3305.67661,3283.066251,3259.219922,3235.610246,3212.858889,3189.406679,3165.515933,3143.549793,3124.175511,3106.790518,3090.882644,3075.68282,3060.87327,3046.103121,3030.397983,3016.042314,3005.337239,2997.417545,2988.731585,2978.036327,2968.149045,2958.531302,2947.991055,,
Faroe Islands,FRO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,316439.8205,312589.9411,308588.5461,304460.9093,300196.9585,295781.6843,291240.7567,286584.5241,281170.4922,275238.904,269582.5416,264107.1889,258677.1189,253207.1621,247660.4394,242020.6957,236316.6874,230581.5858,224850.0428,219137.3737,213434.6714,207782.7302,202218.2354,196760.4118,191426.4304,186214.4532,181119.6063,176150.8883,171344.1531,166711.733,162244.8354,157938.327,153787.7261,149809.9971,146009.7061,142359.2575,138813.7686,135343.012,131937.1593,128569.7711,125230.1295,121920.8481,118638.5503,115362.241,112060.5127,108729.0175,105382.4064,102042.4036,98702.66184,95355.54536,92032.20005,88797.97324,85726.57717,82895.3108,80353.20132,78083.86016,76035.0503,74130.39174,72319.78043,70612.37723,69002.60106,,
United Kingdom,GBR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2746.212121,2723.004695,2702.702703,2685.185185,2667.989008,2653.320768,2639.069883,2626.254942,2615.35756,2604.950304,2594.092985,2585.312412,2580.322457,2578.695839,2578.887272,2579.521856,2580.369983,2580.231681,2577.917512,2574.838297,2573.941849,2574.864587,2573.986673,2569.916255,2564.090412,2558.158589,2552.72477,2547.062379,2540.440706,2532.857892,2525.03718,2518.217917,2512.187836,2505.80028,2499.18001,2492.824534,2486.412442,2479.177431,2470.925472,2462.112587,2452.652267,2442.291227,2430.945351,2417.153925,2400.614319,2383.033329,2364.549513,2346.012777,2328.334693,2310.154491,2292.170845,2276.287451,2261.093169,2244.5022,2226.787768,2209.975301,2195.012178,2181.752174,2169.478882,2161.558328,2163.330175,,
Georgia,GEO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11927.77265,11836.45212,12020.07578,12480.34984,12941.65081,13363.48566,13698.25245,13982.99621,14257.57475,14480.46806,14610.97922,14709.99075,14801.36683,14895.69808,14980.619,15058.96909,15104.78637,15239.54238,15351.11753,15474.7539,15589.1564,15636.1461,15628.80604,15604.21295,15594.88183,15592.79443,15598.8825,15625.66781,15614.9435,15674.33621,,
Ghana,GHA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4230.26786,4129.542241,4032.089578,3937.243714,3843.906444,3752.544578,3662.997906,3574.913733,3486.61273,3394.648756,3301.997414,3210.362329,3119.01128,3029.841539,2943.374144,2859.86303,2776.792358,2693.704466,2612.687226,2537.380726,2467.082765,2396.427851,2325.432185,2266.167761,2217.955647,2169.676275,2120.496255,2070.15743,2019.082933,1968.216487,1919.240391,1872.120572,1826.454402,1783.067217,1741.477694,1701.27412,1661.279115,1621.358178,1582.256668,1542.998715,1502.449364,1461.692936,1422.755304,1385.567363,1349.699712,1315.064098,1281.602336,1249.487318,1218.694827,1189.401607,1161.138066,1133.376833,1106.396935,1080.537795,1055.89379,1032.130882,1009.718827,988.9813443,969.3225411,950.2063939,931.7725682,,
Gibraltar,GIB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,62438.68369,61341.81696,60251.33873,59166.60951,58086.99478,57010.88883,55938.4756,54873.68127,53831.31267,52834.16734,51891.99118,51000.92704,50151.74231,49339.48403,48561.67203,47810.22809,47072.27135,46331.85003,45571.10373,44775.35945,43940.76318,43066.71606,42165.64232,41240.15346,40282.52667,39299.78222,38303.7993,37314.82518,36358.89186,35123.85199,33745.61718,32685.57088,31705.16108,30768.78254,29920.89894,29086.09807,28494.44673,27963.41,27343.81569,26812.7304,26463.82419,26054.67839,25476.89995,24937.30915,24443.41479,23937.70857,23389.92211,22830.88878,22280.20333,21738.9506,21207.09668,20692.97476,20193.22414,19698.55287,19206.14053,18719.41012,18246.90959,17788.58876,17338.80626,16902.01981,16483.70123,,
"Gambia, The",GMB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,7336.218913,7140.086109,6948.352893,6761.523326,6579.639962,6403.196476,6229.391098,6057.314308,5888.819095,5724.043846,5561.858996,5401.804203,5244.837768,5092.643676,4943.797265,4794.882901,4645.61686,4497.056676,4349.206487,4202.192704,4058.853374,3917.712369,3775.840911,3633.584495,3492.945415,3355.633381,3222.026633,3092.273439,2966.311599,2844.421521,2727.374384,2618.75623,2524.476907,2444.537518,2372.830146,2305.192061,2240.663714,2178.669806,2118.974783,2061.736642,2006.674198,1953.517993,1901.609459,1850.353294,1799.600129,1748.990687,1698.971669,1650.299364,1603.059064,1557.123059,1512.261416,1468.361221,1425.977508,1385.983457,1348.600086,1313.617971,1280.853082,1250.191696,1221.07875,1192.495388,1164.591752,,
Guinea-Bissau,GNB,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,27466.30228,27142.8426,26917.08528,27185.77912,27825.84499,28223.27432,28118.96431,27673.52163,27509.84337,27378.36733,27293.461,27274.89687,26990.18907,26086.75804,24578.85665,23048.41175,21569.47596,20209.82854,19515.36042,19293.31017,18992.63086,18693.96921,18399.4333,18109.40116,17823.38584,17541.43616,17262.54825,16984.03819,16705.14069,16432.68914,16086.23832,15619.56976,15112.23193,14651.59872,14286.36483,13991.70117,13727.48371,13473.99057,13220.88967,12958.18313,12685.59622,12409.76742,12132.18624,11855.68958,11580.90165,11304.99971,11026.98441,10752.29797,10482.33824,10214.85022,9949.778493,9688.649202,9434.112453,9189.476671,8956.274906,8734.134581,8523.91384,8323.934224,8131.337361,7947.329077,7771.362626,,
Equatorial Guinea,GNQ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,94581.22344,92762.3927,90920.21751,89058.78565,87178.69621,85285.32863,83385.44924,81543.30106,80615.90552,81046.62363,82294.10648,84015.14858,86012.68356,88149.6374,90308.82144,92516.48395,93937.76262,94022.00838,92908.24239,90076.35703,85737.27461,80691.21335,75708.82386,71252.59318,67436.65493,64240.67522,61535.25734,59137.81613,56916.69148,54820.63111,52822.23085,50903.5378,49054.47499,47260.86909,45513.10778,43808.50963,42146.69319,40531.65054,38968.00727,36969.6806,34674.24877,32583.20937,30665.36771,28891.55333,27444.48561,26253.53034,25095.45927,23973.51848,22893.91401,21865.55208,20936.75891,20100.76669,19313.36529,18573.71048,17882.65266,17239.25298,16641.10763,16084.90852,15567.21234,15147.38405,14782.92413,,
Greece,GRC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,6906.365168,6865.340954,6839.925115,6815.167602,6783.361537,6733.497793,6678.882112,6635.574804,6611.371285,6596.301567,6567.745845,6525.191514,6495.625644,6471.753807,6411.290238,6312.478573,6230.878321,6150.609987,6074.406452,6015.034475,5961.343769,5924.707388,5890.341941,5861.071782,5838.358012,5819.079014,5799.654921,5778.628897,5748.551613,5688.063462,5620.194794,5577.426654,5544.713092,5517.019911,5491.304661,5467.159339,5440.258041,5410.190878,5389.484076,5367.483857,5339.651553,5320.114012,5307.43306,5294.317983,5278.815186,5262.985009,5249.59422,5235.677241,5221.924122,5215.198419,5222.920082,5251.239677,5289.455898,5324.807276,5360.006203,5382.345591,5393.001502,5403.953943,5409.649434,5421.270579,5487.639707,,
Grenada,GRD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,2075.226978,2057.719018,2045.826514,2039.422028,2038.29965,2039.442824,2039.193295,2036.576922,2032.231187,2027.410591,2024.76285,2026.157696,2030.745487,2038.195789,2048.508686,2061.494377,2076.735372,2094.460153,2115.551418,2126.483222,2119.025672,2106.416144,2094.284697,2080.927261,2066.329166,2050.735189,2034.422427,2017.735899,2000.86037,1984.26478,1968.465188,1953.468383,1939.149489,1925.502315,1912.338407,1899.461503,1886.632267,1873.940053,1861.313529,1852.074787,1844.950371,1836.817163,1829.441197,1822.58917,1815.953148,1809.59447,1803.49156,1797.688173,1792.339541,1784.455607,1773.442696,1762.316389,1752.35692,1744.044089,1737.166681,1732.531749,1728.742945,1724.420379,1719.084416,1713.972302,,
Greenland,GRL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,26085.70396,25324.41691,24593.1323,23889.17,23209.52441,22557.51857,21932.72278,21335.99682,20771.98354,20233.5905,19717.04595,19215.76791,18725.46463,18257.21507,17817.71789,17437.39305,17058.46194,16642.44977,16231.1675,15825.60072,15433.21545,15082.37088,14717.69123,14310.64746,13911.37208,13530.22705,13162.20062,12798.72632,12443.67017,12100.02734,11776.65255,11467.8586,11165.91704,10872.46775,10588.58163,10317.9224,10057.32862,9803.26587,9559.689625,9335.25464,9123.247555,8916.531224,8717.976803,8526.319389,8343.757299,8169.091822,7998.804574,7836.28536,7681.695848,7530.976312,7382.305965,7236.749806,7096.74455,6963.519638,6837.074701,6712.250964,6591.274637,6482.372192,6384.545004,6291.292005,6205.021408,,
Guam,GUM,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,413685.6127,404728.4373,396031.7943,387606.8733,379451.0713,371543.1838,363877.3929,356424.5149,349162.517,342960.4172,338168.7251,333972.1764,330074.5886,326533.0456,323319.3765,320370.939,317667.8697,315203.2603,312961.8135,311221.94,310385.8186,310282.3183,310610.6399,311324.8617,312387.7964,313762.046,315395.4876,317245.9367,319262.3847,321378.7549,322252.3972,321371.4694,320067.9978,318858.1438,317779.2898,316885.9447,316171.3097,315616.0537,315245.7282,315101.8786,315248.2024,315588.776,315816.6481,316099.5674,316724.3604,317537.281,318420.4233,319371.9636,320438.6686,321652.4125,322990.057,322931.6296,321324.3363,319531.6011,317614.7004,315631.7612,313606.4876,304463.6134,298391.0408,298459.0349,295530.7413,,
High income,HIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,13681.98536,13506.69402,13347.25997,13191.80976,13046.13437,12910.64423,12780.25098,12656.56012,12534.72441,12415.1478,12271.53545,12150.45431,12036.61313,11927.87115,11824.15632,11729.73111,11637.59638,11546.48977,11455.3918,11366.17847,11278.3756,11198.8714,11124.91439,11056.09596,10987.64584,10917.36205,10845.66349,10772.60846,10695.70756,10620.96353,10537.20591,12802.00001,12570.39729,12495.04888,12423.8844,12355.74844,12287.75938,12222.99749,12161.32871,12101.44268,12041.3602,11980.81585,11918.80302,11854.91613,11791.5943,11721.73543,11644.2968,11564.1012,11493.47741,11443.85497,11396.09747,11331.51161,11262.2711,11197.93892,11128.61363,11062.5734,11014.69196,10979.73208,10946.10807,10896.27943,10914.42021,,
"Hong Kong SAR, China",HKG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,42739.11227,41547.81895,40385.26815,39249.21694,38137.99425,37053.21874,35995.50235,34962.59434,33951.38129,32958.70346,31983.16809,31026.01449,30105.0089,29246.70854,28391.27981,27518.95077,26675.2583,25862.48949,25078.96999,24324.06545,23598.44843,22901.29557,22230.53749,21586.48523,20969.88857,20378.07556,19808.12382,19257.90576,18724.29437,18203.03553,17693.92669,17198.36606,16716.91637,16249.5192,15795.424,15355.8107,14932.17275,14541.82427,14164.60028,13782.78028,13415.2255,13065.54867,12734.55366,12420.88978,12122.98694,11840.40606,11571.45341,11314.69774,11069.73358,10836.87809,10615.20039,10402.66316,10198.80355,10003.17551,9814.550889,9631.995308,9455.434356,9283.978532,9117.392004,8958.816717,8810.600943,,
Heavily indebted poor countries (HIPC),HPC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,30556.18719,28157.50223,27490.64391,26829.02345,26171.82454,25519.64006,24870.3518,24226.51711,23595.63958,22978.21988,22377.86647,21804.02129,21237.0985,20667.17467,20109.09265,19573.66434,19052.45085,18507.67109,17967.14191,17516.23871,17172.3807,16799.8545,16350.10845,15894.72332,15457.46317,15043.84774,14644.71606,14262.0244,13885.1835,13532.16786,13199.43331,12827.36457,10901.94579,10574.91259,10272.65067,9978.542022,9700.724922,9427.783625,9161.853378,8915.314876,8676.270609,8427.591699,8181.910274,7951.049454,7725.766373,7505.710943,7299.943718,7098.812333,6900.586388,6710.58634,6523.958306,6000.979657,5834.887968,5670.425689,5511.129855,5354.833646,5200.281229,5053.544293,4914.874983,4780.983774,4653.699875,,
Croatia,HRV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8238.96405,8194.827347,8103.999463,8160.120172,8272.81052,8313.266827,8318.375335,8354.391052,8437.209481,8768.171862,8763.011445,8760.516977,8758.072759,8746.805502,8744.748222,8746.659391,8747.698508,8756.890825,8776.77586,8807.1313,8849.000837,8904.273626,8972.776548,9080.562899,9179.746994,9328.434379,9451.523337,9545.777956,9631.583008,9719.047348,,
Haiti,HTI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3310.486303,3250.470127,3193.415872,3137.056092,3079.439938,3023.028425,2967.602776,2912.887922,2859.099815,2806.181668,2753.827666,2701.985181,2650.841913,2600.465913,2550.849309,2502.136733,2454.393604,2407.553428,2361.650014,2316.682913,2272.471162,2228.77663,2185.64782,2143.105468,2100.999828,2059.333243,2018.115093,1977.305152,1937.084589,1897.601861,1859.351436,1822.583983,1787.122359,1753.019062,1719.923423,1687.564555,1656.035969,1625.439585,1595.697175,1566.513725,1538.212646,1511.099266,1484.832268,1459.777338,1435.449522,1411.263766,1387.665555,1364.737009,1342.369706,1326.798931,1311.863433,1291.687765,1272.406514,1253.900061,1236.025932,1218.858868,1202.37528,1186.514366,1171.257009,1156.810373,1143.514146,,
Hungary,HUN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,598.2458832,596.3186862,594.7691835,592.8950423,591.2532944,589.4689602,587.2792955,585.0339539,582.5965025,580.3881055,578.7295478,577.0069094,575.1503419,572.5890185,569.2316085,566.1083926,563.4844602,561.5442166,560.5301569,560.1654056,560.1274402,560.4577445,561.3004133,562.4246878,563.4483716,564.4103173,565.358186,566.2253915,572.4251909,578.3696684,578.4024524,578.6288637,579.2890829,580.0825748,580.8907282,581.889391,583.0628408,584.4210871,586.0788686,587.6032749,588.9526616,590.6321024,592.3262944,593.6393914,594.8211893,595.7481455,596.6717649,597.7174367,598.6440712,599.99862,601.7011898,604.8166387,606.48441,608.1203527,609.568519,611.3700773,612.997634,613.775328,614.0531592,615.3752112,617.926607,,
