,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Lebanon,LBN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2594.476791,2513.644376,2436.157449,2363.899706,2297.936023,2234.366417,2175.163171,2117.926127,2061.714857,2011.639008,1962.135687,1912.557093,1865.573751,1821.503993,1782.272405,1760.518825,1737.773586,1700.510366,1665.143176,1630.01233,1595.22443,1571.23025,1550.890534,1522.483272,1491.898988,1454.384591,1417.788221,1389.432038,1361.592041,1335.122769,1308.28976,1280.897995,1256.331716,1233.996924,1211.896277,1189.655647,1168.336617,1147.973552,1128.011173,1108.71403,1090.433761,1075.388305,1060.654406,1043.64184,1027.594773,1010.284698,990.8924597,974.5492405,961.483184,952.1376283,941.911531,916.7755019,835.7366566,756.2639929,741.6026249,759.1261193,779.204588,802.1230861,828.358294,841.751137,839.4364443,,
Liberia,LBR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,171274.3756,167078.9339,162944.2063,158888.4166,154899.9501,151013.7173,147228.2443,143520.4122,139898.7832,136362.7686,132971.9157,129645.3551,126295.4758,122973.8521,119695.041,116478.1662,113249.0647,109996.0566,106796.9304,103667.067,100660.9904,97796.02,94916.59916,92025.44319,89264.23508,86635.93113,84131.56663,81734.70468,79432.59707,89941.52452,102222.4176,96503.6254,92801.99858,93026.37112,92201.50454,89594.13409,82884.75414,74902.88841,70879.6591,68303.2816,66327.55598,64624.90734,64112.18093,63353.45017,60587.42538,57293.67045,54510.02303,52342.27767,50722.43971,49274.55536,47380.13891,45734.74352,44740.33715,43818.39641,42923.69605,42055.61098,41246.25561,40447.13499,39653.26393,38839.00127,38027.70813,,
Libya,LBY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,449.9585074,431.576611,414.0892078,399.1581185,388.0233812,378.570119,368.7706084,358.4631354,347.5164735,336.120089,325.0471086,314.4525538,302.4812537,287.8039775,272.2087328,257.2359556,242.9262479,229.3182761,216.4605241,204.4166853,193.2908204,187.9313192,188.2246143,185.4976358,179.5449561,174.241917,169.5022373,165.1818003,161.1818776,157.471848,154.0357363,150.8506251,147.8963331,145.1668662,142.6579167,140.3538883,138.2132073,136.1681202,134.1500388,131.9504673,129.5423325,127.0784128,124.5685036,122.0215201,119.4784323,117.0527261,114.6717603,112.2617045,109.9473101,107.7281231,110.3543431,113.2809263,111.0295485,108.9112423,107.1676971,105.5468488,103.8765235,102.2038807,100.7044564,99.35562202,98.10551248,,
St. Lucia,LCA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,3174.435215,3140.736398,3108.64722,3077.144,3046.829774,3014.954173,2979.885771,2944.669657,2907.962972,2869.056272,2830.13528,2790.749595,2750.375885,2709.415218,2668.44563,2628.46629,2589.913152,2552.583214,2514.879705,2475.942096,2437.300446,2399.155497,2360.959179,2322.71851,2285.905866,2251.795807,2222.222222,2197.609001,2176.168058,2150.229358,2118.389741,2087.305011,2056.343821,2024.18223,1994.203515,1966.323434,1939.525592,1914.461845,1891.360266,1872.226764,1855.964761,1840.76183,1826.606348,1813.236627,1800.29885,1788.290275,1777.166959,1766.066793,1755.350895,1746.206367,1738.25375,1730.413165,1722.771595,1715.216832,1707.980825,1701.239637,1694.752481,1688.609205,1683.029453,1680.465153,,
Latin America & Caribbean,LCN,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,62042.13463,60088.44064,58454.08037,56877.46164,55364.20605,53915.20178,52529.4208,51203.25946,49930.52982,48711.57181,47538.33351,46401.43504,45301.73232,44241.24433,43221.14716,42238.31767,41283.93165,40354.79966,39457.14827,38591.19355,37760.82832,36961.43751,36182.11805,35427.08471,34702.4381,34008.33203,33341.45618,32697.71222,32077.83319,31479.14114,30906.46053,30357.85802,29830.77016,29326.3897,28840.02001,28372.754,27923.96118,27489.24847,27071.77114,26678.94632,26309.41248,25959.04989,25625.96848,25307.79622,25004.13042,24709.13359,24422.57512,24143.80094,23874.73092,23616.32351,23365.03434,23119.10607,22880.97761,22651.2721,22431.47444,22221.13147,22021.31068,21835.89411,21659.54146,21503.4934,21379.53845,,
Least developed countries: UN classification,LDC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,20592.15464,19640.50455,19171.45932,18708.17292,18249.61215,17797.28215,17348.31199,16905.57416,16477.23656,16075.02004,15718.63134,15362.46472,14975.5091,14594.39615,14240.22228,13909.92607,13586.79309,13253.65768,12910.29844,12602.07313,12341.7218,12059.58608,11741.76238,11425.99426,11124.36533,10839.86145,10568.67871,10311.79851,10061.43225,9824.047223,9599.707738,9357.040803,8387.451903,8160.899106,7946.653528,7739.227348,7541.949188,7351.7804,7170.625198,7001.753164,6838.501474,6671.59126,6508.057462,6354.653512,6205.347184,6059.522377,5922.508565,5788.849388,5656.911286,5529.041417,5401.898878,5029.10378,4910.88337,4795.899014,4685.155303,4576.238926,4469.293671,4364.956731,4262.209524,4161.424571,4065.602168,,
Low income,LIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,22135.08796,20169.58983,19704.25488,19239.42854,18776.84795,18314.9599,17849.59734,17388.80902,16942.76807,16509.55551,16092.77907,15699.94202,15315.70749,14930.97271,14554.96458,14193.31329,13838.75433,13457.82852,13074.41842,12772.24207,12569.5363,12329.83339,12012.32458,11684.88299,11369.14888,11074.6907,10791.18425,10517.97161,10243.59484,9992.683608,9760.018591,9483.171654,7859.605132,7628.814887,7411.330922,7192.325607,6988.073579,6791.283933,6599.461606,6424.718246,6254.389339,6073.266476,5894.442477,5727.530285,5564.465989,5400.694089,5244.475544,5097.687479,4956.299322,4819.355827,4686.274817,4219.992741,4114.591688,4014.433325,3915.532446,3814.453136,3712.522636,3610.607045,3509.334868,3412.030522,3320.870099,,
Liechtenstein,LIE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,5333.671671,5205.173548,5079.345534,4956.165625,4836.509048,4721.060436,4608.404333,4498.943771,4394.924595,4297.186238,4206.531118,4122.035677,4042.595481,3968.226232,3896.971168,3826.982692,3758.175366,3689.69446,3621.495055,3556.04071,3496.824446,3454.012925,3431.068088,3419.277211,3396.775405,3356.375359,3317.296383,3283.863709,3249.519327,3228.872381,3204.786981,3154.256777,3101.154369,3056.303182,3006.137303,2948.893992,2893.436065,2839.319826,2787.054617,2736.736237,2693.827798,2665.892212,2646.414777,2628.486572,2611.724943,2594.287232,2576.546739,2559.456713,2543.789432,2528.845966,2513.202883,2494.159274,2564.974496,2541.149293,2517.88269,2489.509171,2462.227196,2436.548223,2421.685089,2408.869018,2383.101643,,
Lower middle income,LMC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,8417.192432,8279.98864,8078.561122,7882.148703,7694.034396,7514.880475,7339.448172,7167.939748,7001.947704,6837.884918,6682.463602,6529.985812,6374.424622,6220.979339,6070.263204,5923.863735,5780.008293,5640.592772,5502.257331,5361.162837,5223.08557,5090.528361,4962.591285,4838.985602,4718.979647,4603.010084,4491.416743,4384.073636,4280.663315,4174.864919,4077.807131,3987.216787,3898.432367,3805.782826,3723.754093,3644.650447,3568.299099,3494.344958,3423.526343,3355.012657,3288.649662,3226.078143,3166.424572,3107.065144,3051.6952,2997.966729,2945.01573,2894.222727,2844.851426,2796.360784,2749.415841,2704.30524,2661.228489,2618.993253,2579.289467,2541.110227,2504.264333,2469.065989,2435.331581,2402.733151,2372.526999,,
Low & middle income,LMY,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,13333.15107,13076.65894,12750.30096,12437.39979,12134.34361,11826.87105,11533.59488,11245.96118,10962.32636,10684.727,10418.66413,10169.4308,9928.084572,9698.700759,9483.447463,9280.257497,9086.606547,8897.248303,8709.976172,8526.760099,8347.781223,8167.668742,7991.372261,7822.326436,7657.02962,7494.513362,7334.921038,7180.815033,7032.883135,6887.631832,6753.603358,6498.295456,6327.480265,6212.434679,6104.70829,5999.612403,5898.596793,5800.723127,5707.093988,5617.60834,5531.390736,5448.744809,5368.930348,5290.33209,5214.561524,5135.115853,5064.106307,4994.09674,4925.106042,4857.292582,4790.26693,4689.77771,4625.289353,4562.842339,4503.323845,4445.370501,4388.159129,4333.163598,4280.680071,4231.731544,4187.69391,,
Lesotho,LSO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,6892.243788,6689.570665,6493.885442,6305.481911,6123.476449,5930.579337,5722.213348,5516.266658,5319.354517,5131.108153,4951.498041,4780.346287,4617.29836,4460.858737,4309.339732,4173.269689,4054.367282,3940.508122,3828.223302,3718.394535,3611.706348,3508.343552,3408.469558,3312.252294,3219.691956,3138.995689,3070.347953,3006.021815,2945.755296,2889.988153,2838.721023,2791.903373,2750.036413,2713.067909,2680.076272,2651.567771,2630.612686,2617.553423,2610.778371,2609.893743,2613.885178,2621.975767,2634.682395,2653.301737,2677.827181,2688.858921,2677.563959,2659.491971,2640.236703,2619.911023,2596.81064,2570.84067,2543.150901,2514.315493,2485.019797,2454.912689,2424.540241,2395.124022,2367.153148,2339.283821,2312.581416,,
Late-demographic dividend,LTE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,14648.93429,14473.633,14122.92062,13794.92761,13472.26678,13121.2553,12797.90372,12481.25033,12163.61702,11853.82203,11553.53753,11283.17021,11033.46126,10806.87493,10607.30011,10427.50658,10264.41005,10106.04231,9952.517707,9806.662981,9660.326843,9504.706429,9354.378086,9215.654791,9076.752943,8933.290883,8786.638523,8643.547356,8508.069859,8383.180136,8266.716032,9724.726831,9596.104188,9493.268841,9395.430667,9301.434602,9211.513551,9125.516662,9046.515214,8975.524647,8909.752493,8849.358335,8791.641259,8735.791464,8680.968851,8599.330813,8543.724187,8488.256761,8435.914151,8388.6219,8336.454423,8275.408109,8216.967552,8157.774017,8103.425984,8050.827716,7997.850618,7954.172213,7918.01282,7891.415737,7879.230937,,
Lithuania,LTU,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4178.249643,4198.106073,4227.342429,4260.007021,4292.521156,4324.30981,4355.750422,4386.763891,4417.728522,4454.281383,4490.182735,4526.804038,4577.926164,4653.083435,4727.960319,4784.460962,4833.922253,4887.894588,4991.473169,5105.486416,5174.422555,5227.05396,5272.191373,5322.023746,5390.081901,5465.98204,5518.387546,5533.014308,5531.533498,5519.77461,,
Luxembourg,LUX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,3156.117344,3117.692907,3085.467448,3051.106026,3016.591252,2994.953503,2985.119181,2977.519726,2962.962963,2948.365279,2920.381635,2885.170225,2853.474105,2816.504718,2785.903329,2772.148776,2767.338761,2762.377523,2755.914192,2746.121104,2738.038196,2735.790986,2735.065177,2732.255368,2726.980197,2714.772434,2697.235334,2677.734636,2651.816494,2618.829383,2583.979328,2549.882068,2515.881502,2481.851461,2447.231569,2414.146901,2384.074383,2354.603249,2323.015274,2292.000917,2264.877414,2241.273043,2214.201891,2182.953318,2149.807162,2115.78865,2083.363716,2046.454518,2008.907496,1972.569449,1929.209584,1883.430707,1840.400471,1797.529835,1755.605649,1718.171728,1676.906979,1644.872111,1612.900624,1586.246607,1562.343766,,
Latvia,LVA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479.651828,6608.694295,6720.243484,6816.747792,6893.963997,6963.024041,7028.990228,7086.436961,7155.075922,7248.082082,7332.784168,7403.991774,7485.234998,7566.556891,7636.282167,7698.862668,7780.199713,7909.719009,8076.069519,8224.462776,8327.11094,8416.776514,8496.415355,8566.254721,8644.89928,8721.852204,8790.072925,8851.397883,8913.68303,8989.169484,,
"Macao SAR, China",MAC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2430.625547,2366.749552,2305.704265,2248.256167,2190.469479,2132.813221,2076.148101,2021.20185,1968.202668,1916.79155,1867.68724,1821.071327,1776.278463,1733.015048,1690.884604,1650.147927,1609.79144,1569.486158,1529.891791,1490.240747,1451.059201,1413.23346,1376.972537,1342.979445,1311.389239,1283.140249,1257.894808,1234.015037,1211.39139,1189.716696,1169.401332,1150.224563,1132.16743,1115.349353,1098.508608,1081.762319,1065.653948,1049.90115,1034.709915,1020.284846,1006.432736,993.2138833,980.6767786,968.1829056,955.2626142,942.4403577,929.8904897,917.5250351,905.379195,893.2142085,881.121837,869.4285855,858.3037828,847.8347178,837.9665176,828.0164919,818.1368643,809.1572042,800.8638725,792.6917538,784.7500444,,
Monaco,MCO,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.4481787,544.3610579,546.0529975,548.557497,244.2919655,551.6935118,551.9164276,552.7836753,553.9090249,555.1490935,556.4361979,558.0053445,559.3878225,560.750575,562.3111962,563.6156851,564.6895445,565.402991,565.9677315,566.2951607,566.3694043,566.5211197,566.8666446,571.2315117,577.9138452,587.9814416,598.4035922,608.0569802,614.7704288,624.0828967,,
Madagascar,MDG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,64237.48579,62591.12395,60993.4328,59437.06224,57912.57641,56408.48042,54917.42342,53436.98946,51968.35143,50509.56962,49061.9415,47636.56215,46240.09063,44875.13925,43543.78722,42247.35362,40986.39787,39759.95839,38569.02729,37419.36515,36318.52576,35259.63595,34237.37616,33252.58645,32300.91184,31387.21136,30505.21617,29640.80446,28791.11983,27953.72356,27130.57099,26326.33563,25535.43914,24754.20252,23983.58868,23224.22382,22480.43368,21756.8649,21061.83392,20404.03872,19785.19385,19202.37439,18647.78235,18111.845,17588.99549,17079.80104,16585.80227,16106.03025,15640.0251,15191.58071,14766.25932,14363.38372,13978.01428,13608.27267,13253.78337,12911.90114,12580.08371,12256.80695,11942.07393,11639.33024,11350.20908,,
Maldives,MDV,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,321.0272873,313.1458633,305.4305553,298.0270609,288.1789015,276.4798584,266.6003128,258.453586,250.9116456,243.4689455,236.1553902,229.0635881,222.3012627,215.8615033,209.5586694,203.3553635,197.4593563,192.111886,187.0790721,182.000182,176.9577425,172.0844591,167.4780046,162.8682179,157.7544184,152.3345266,147.0992037,142.2576286,137.780268,133.4745197,129.4207988,125.7634892,122.5069829,119.6067331,116.8911626,114.3523654,112.0628149,110.0017234,108.1424019,106.3758116,104.6145477,102.8750137,101.1835098,99.53120801,97.90196098,95.58675932,92.45590624,89.24056281,86.13882708,83.15040245,80.28388381,77.55585314,74.9868773,72.53086793,70.06824647,67.67303996,65.46116298,63.41167493,61.50931559,59.74691208,58.12218834,,
Middle East & North Africa,MEA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2168.029398,2110.315664,2053.729024,1998.240474,1944.413545,1891.488789,1838.157627,1786.858396,1736.421005,1687.32474,1640.208068,1594.779277,1549.830579,1505.935853,1461.255397,1416.454802,1373.435272,1331.592336,1290.164155,1248.951349,1204.636619,1162.335181,1124.95499,1088.40853,1053.393494,1019.911569,988.1745369,959.0201165,931.6581065,903.5616155,879.8489093,856.7290633,837.5339458,819.862244,802.1644213,785.1715691,768.5686253,752.301144,736.4063317,720.603671,704.9931341,690.8984777,676.8910917,661.83837,646.7712279,631.8084828,617.3408691,603.6354628,590.5376548,580.1039345,567.7368335,555.3079486,542.5979335,531.4722184,520.1369799,509.6996882,501.1211212,493.8566113,486.182488,477.8396502,472.1946432,,
Mexico,MEX,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,10794.37124,10452.55206,10117.73556,9791.23624,9473.189449,9164.422877,8866.322905,8580.125036,8307.403334,8048.811931,7803.473358,7569.845054,7347.22391,7135.361773,6934.271918,6744.109935,6564.113178,6392.718016,6230.115326,6077.235813,5936.819352,5806.915653,5682.825529,5564.107593,5450.178479,5340.426952,5234.419376,5132.031807,5034.020749,4938.410535,4844.216855,4753.337299,4666.083699,4582.160462,4501.309149,4423.883685,4350.082423,4279.350788,4211.471168,4146.998336,4085.950864,4027.627199,3971.702253,3917.844768,3865.364205,3813.389465,3760.077283,3705.573168,3651.794811,3599.594962,3549.006979,3501.16653,3456.038969,3414.471956,3378.146609,3345.5663,3314.423104,3283.196725,3252.149349,3225.576115,3204.120126,,
Marshall Islands,MHL,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,12888.79336,12683.07632,12365.21635,12061.11522,11767.01225,11468.36622,11184.36777,10905.98578,10631.18516,10362.11622,10104.28388,9862.844965,9629.18032,9407.781759,9200.553713,9005.187446,8819.359671,8638.911212,8460.74764,8283.779806,8107.487347,7931.406193,7762.093728,7600.618091,7442.592074,7286.647422,7133.311292,6985.242123,6843.598192,6703.818412,6574.890777,6325.426224,6216.198153,6108.229517,6007.390785,5909.561362,5815.289511,5724.008072,5637.055189,5553.502634,5473.254183,5397.742661,5325.305329,5253.480055,5184.601319,5112.022209,5048.156697,4984.790987,4922.260108,4860.807672,4800.05226,4738.877025,4679.344207,4621.602846,4567.133842,4514.872659,4463.76542,4415.40196,4370.07764,4328.513393,4291.961011,,
North Macedonia,MKD,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2656.796504,2690.778701,2709.93734,2701.980552,2683.159152,2704.233478,2689.882009,2677.054962,2664.890073,2653.71653,2673.059569,2669.665921,2678.324321,2692.823625,2707.734644,2723.238758,2739.04092,2756.815205,2774.498047,2787.243509,2798.186982,2808.527104,2816.083172,2823.63276,2832.693267,2844.115604,2858.578196,2878.062872,2909.288388,2939.392983,,
Mali,MLI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,10944.34563,10783.76978,10625.85394,10470.97576,10317.27867,10165.69404,10015.17967,9863.588219,9712.346205,9559.510502,9407.420322,9253.938245,9094.897065,8934.639538,8775.443851,8619.477232,8461.45504,8299.155796,8135.299798,7967.582562,7799.535304,7633.399379,7467.888081,7309.408098,7164.467394,7032.944775,6911.515553,6791.943306,6666.712593,6536.780832,6408.279155,6280.394493,6150.826886,6019.846833,5890.805091,5765.196241,5635.657557,5494.720352,5344.061834,5190.63022,5036.870733,4882.792632,4730.012838,4579.310568,4431.757472,4288.735087,4150.016168,4015.854056,3887.133452,3762.888363,3643.197613,3538.354853,3436.501893,3329.584406,3227.017104,3126.41845,3028.313062,2935.129241,2847.866272,2763.215122,2679.931733,,
Malta,MLT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,155.2651806,155.9123186,156.5648737,157.1984436,158.4065245,160.215736,162.092762,164.0142904,165.95465,166.8594086,166.8318467,166.9697471,167.1078756,167.2207579,165.9971994,165.1546567,164.51119,162.807642,161.165755,159.4845963,158.3161432,154.9564588,152.7876947,152.7558055,150.0957046,147.6085946,146.5956428,145.3969625,143.9886862,142.5868933,138.7953662,137.3708578,136.005688,134.7396057,133.8035446,132.9279688,131.9257767,131.0711236,130.2963533,129.4583003,128.4895733,127.5352363,126.6991485,125.8510522,125.0513825,124.5966031,124.1628229,123.3575733,122.4310689,121.831183,121.3160752,120.2300799,118.5537847,116.2100341,113.4696317,110.9022391,107.9062135,104.2032066,100.1860882,97.9950789,97.38957372,,
Myanmar,MMR,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,45149.65187,44167.02977,43199.17179,42245.72156,41302.45062,40376.06593,39470.32462,38584.57259,37720.36018,36877.1158,36062.57785,35274.67887,34547.87416,33880.47645,33231.08512,32602.04044,31981.15472,31363.98689,30763.99189,30180.08978,29617.13066,29081.02595,28518.84446,27933.68218,27381.82937,26873.99916,26409.21527,25978.65072,25572.09661,25185.06363,24825.37448,24488.19597,24162.44119,23844.88385,23536.9568,23237.24373,22942.74942,22658.1565,22390.06385,22141.342,21909.00253,21690.29755,21488.32953,21304.99602,21139.00848,20985.60567,20837.38398,20722.95033,20608.10812,20455.12782,20291.45391,20121.41633,19951.19319,19786.26025,19628.46994,19473.47211,19323.65735,19184.17626,19049.89395,18914.85828,18783.56312,,
Middle East & North Africa (excluding high income),MNA,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,2256.21115,2198.248038,2140.863559,2084.700846,2029.989746,1975.682159,1921.627253,1868.967737,1817.664169,1768.094555,1720.611756,1674.771358,1629.991377,1585.90484,1540.613401,1495.263185,1452.034694,1409.991967,1368.373245,1326.676398,1280.873964,1237.075539,1198.744651,1160.92477,1124.785017,1090.311519,1057.732038,1027.839693,999.7595572,968.0296277,942.9890439,920.4547513,901.2005342,883.3218699,865.2940653,848.2210662,831.6460324,815.293373,799.2767393,783.6481684,768.444828,754.8943374,741.2431505,726.1531012,711.0273752,696.3950935,682.9421368,670.2341167,657.549192,644.9999377,632.9170265,621.0934833,609.1650555,597.7851128,587.3252403,577.1583218,567.283376,557.5139786,547.9586741,539.2804518,531.0077821,,
Montenegro,MNE,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,34479.88871,33415.14282,32482.01822,31629.63515,30764.41618,29903.22697,29072.77886,28294.29317,27569.0732,26866.94378,26164.01681,25460.53946,24759.8367,24065.5579,23382.44543,22716.22023,22077.78613,21488.53821,20955.53633,20454.52542,19967.21475,19491.82352,19025.83358,18566.44627,18110.71894,17656.32571,17203.87582,16760.40614,16382.75386,16581.61442,16071.36425,16053.21549,16072.93788,15894.80199,15640.83607,15401.58982,15184.90237,14975.41321,14765.70267,14571.03989,14393.54177,14209.72492,14030.14223,13873.31906,13720.19554,13555.79378,13375.09849,13165.85458,12931.44291,12707.12059,12489.60545,12254.79407,12004.09381,11744.40529,11497.04777,11266.30701,11051.41863,10847.24123,10649.78044,10459.23244,10284.47508,,
Northern Mariana Islands,MNP,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,14674.60705,14391.55711,14107.23297,13824.83207,13542.30336,13261.95063,12984.57515,12708.0854,12433.44604,12156.83014,11860.95554,11538.10537,11201.39482,10859.57017,10512.72653,10164.98181,9809.314937,9446.000989,9094.36368,8847.745646,8670.375075,8482.481519,8307.228647,8143.9083,7992.701221,7853.990634,7822.142419,7835.595917,7771.072118,7659.682813,7511.932589,7367.786071,7138.184433,6671.609733,6284.252465,6081.559596,5917.410414,5784.158948,5655.641042,5532.372848,5410.587241,5290.548148,5172.109285,5055.363794,4939.774885,4825.110897,4711.655381,4596.903365,4479.329324,4361.014616,4241.187137,4121.153532,4003.73453,3889.334286,3778.123288,3669.005917,3560.981344,3456.398583,3356.268392,3258.219093,3163.259513,,
Mauritania,MRT,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,472.7199241,460.2017524,447.7162553,435.2770266,422.9054024,410.6114312,398.4686848,386.5709131,374.9692994,363.7005072,352.8264041,342.3616966,332.2706211,322.5317452,313.153218,304.1048067,295.4716022,287.2092097,279.1818297,271.3625044,263.6996935,256.2171081,248.950363,241.8828646,235.0028523,228.3320062,221.8507455,215.5336154,210.1891282,204.930841,199.0309185,191.558496,183.9648848,177.820929,173.0091085,169.6217604,165.8852091,161.6389543,157.3751091,153.0549188,149.322821,146.0570974,142.7528313,139.4377313,136.0979824,132.7289741,129.3218138,125.6569897,121.7860657,117.9605216,114.1940002,110.5267317,107.1146057,103.9362206,100.8583296,97.87951374,94.99833753,92.21508708,89.53136597,86.95404544,84.47954476,,
Mauritius,MUS,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4041.089552,3928.041591,3826.887256,3735.837834,3653.386454,3578.243344,3509.300092,3445.58518,3386.242084,3330.508475,3278.004838,3228.672395,3181.012443,3133.107528,3084.080717,3034.725601,2985.742024,2946.976912,2896.130912,2847.711117,2805.820113,2771.729767,2746.355912,2717.785938,2695.663421,2675.133222,2655.195245,2636.979637,2616.859768,2598.285755,2570.389043,2536.790844,2506.89373,2472.040156,2450.873396,2425.934483,2395.748787,2370.691327,2340.744699,2317.855407,2299.615393,2283.705829,2267.239177,2253.065717,2239.764739,2229.342721,2219.210571,2211.199714,2205.335935,2200.095969,2196.575546,2190.492419,2185.194217,2181.242111,2178.355963,2176.859767,2174.897837,2173.71207,2173.011529,2172.961752,2172.412649,,
Malawi,MWI,Renewable internal freshwater resources per capita (cubic meters),ER.H2O.INTR.PC,,4343.924723,4240.330588,4137.924669,4037.720414,3940.278656,3844.75572,3750.861025,3658.989439,3569.861346,3482.994184,3396.86924,3311.125814,3225.459628,3139.261247,3052.559053,2965.067318,2874.452158,2777.905906,2677.172329,2575.999568,2476.807172,2380.924634,2288.806869,2201.066167,2117.969038,2041.36354,1946.17887,1843.884029,1758.894185,1690.786742,1639.5396,1592.48882,1569.424575,1587.817837,1590.129454,1559.084672,1528.11461,1495.430875,1460.923818,1426.306356,1392.212478,1358.535542,1324.951931,1291.123875,1257.006311,1222.847612,1188.832663,1154.802408,1121.161273,1088.59409,1057.319144,1027.398764,998.6501517,971.0292754,944.655867,919.252758,894.6926268,871.1101814,848.3238928,826.2564012,805.0976348,,
